stationId,utc_time,PM2.5,PM10,NO2,CO,O3,SO2
miyunshuiku_aq,2018-02-02 09:00:00,8.75086805556,28.3181905864,5.27218364198,0.287017746914,73.8688271605,4.1043595679
miyunshuiku_aq,2018-02-02 10:00:00,9.63411458333,26.6058159722,6.33940972222,0.308871527778,72.4597222222,3.95503472222
miyunshuiku_aq,2018-02-02 11:00:00,10.0500217014,25.2362726659,5.87053915895,0.331357542438,72.0109182099,4.02282503858
miyunshuiku_aq,2018-02-02 12:00:00,7.0,17.0,2.0,0.3,77.0,2.0
miyunshuiku_aq,2018-02-02 13:00:00,7.0,18.0,2.0,0.3,76.0,2.0
miyunshuiku_aq,2018-02-02 14:00:00,11.0,14.0,2.0,0.3,78.0,2.0
miyunshuiku_aq,2018-02-02 15:00:00,10.5333333333,28.0416666667,9.4,0.326666666667,65.1666666667,3.33333333333
miyunshuiku_aq,2018-02-02 16:00:00,11.0,22.0,4.0,0.3,72.0,2.0
miyunshuiku_aq,2018-02-02 17:00:00,11.0,30.5069444444,4.0,0.4,72.0,2.0
miyunshuiku_aq,2018-02-02 18:00:00,11.0888888889,24.4247685185,11.4,0.371111111111,58.8611111111,5.22222222222
miyunshuiku_aq,2018-02-02 19:00:00,10.5148148148,23.4886188271,13.0666666667,0.361851851852,56.8101851852,5.2037037037
miyunshuiku_aq,2018-02-02 20:00:00,9.2837962963,21.7192081404,15.6833333333,0.374953703704,43.708912037,5.80324074074
miyunshuiku_aq,2018-02-02 21:00:00,10.1220833333,35.4632595486,14.4483333333,0.374125,49.1046875,4.68958333333
miyunshuiku_aq,2018-02-02 22:00:00,9.35873611111,27.7337753183,14.4198333333,0.357759722222,49.7957118056,4.63631944444
miyunshuiku_aq,2018-02-02 23:00:00,7.0,14.0,9.0,0.4,54.0,2.0
miyunshuiku_aq,2018-02-03 00:00:00,10.0,16.0,12.0,0.4,51.0,2.0
miyunshuiku_aq,2018-02-03 01:00:00,10.0597893519,22.288962553,15.9033055555,0.426293287037,48.9659519676,5.60605324074
miyunshuiku_aq,2018-02-03 02:00:00,10.507473669,41.8277869858,12.3212465278,0.37828666088,56.245743996,4.45075665509
miyunshuiku_aq,2018-02-03 03:00:00,11.1125745443,23.9729270257,12.4030690104,0.392239160156,57.5264619954,4.75710123698
miyunshuiku_aq,2018-02-03 04:00:00,9.08497969565,33.6362095706,10.1201193034,0.341269055176,61.6756030782,3.93507222493
miyunshuiku_aq,2018-02-03 05:00:00,5.0,9.0,3.0,0.2,80.0,2.0
miyunshuiku_aq,2018-02-03 06:00:00,7.19959237333,27.2681894327,7.25386471897,0.288918035889,66.8670108456,2.94869557699
miyunshuiku_aq,2018-02-03 07:00:00,5.71409534483,20.3173998339,5.56233067039,0.238364515178,70.7571023206,2.48062796699
miyunshuiku_aq,2018-02-03 08:00:00,5.81894795303,23.4309315444,4.30269923156,0.221213758511,72.7706855277,2.23822059066
miyunshuiku_aq,2018-02-03 09:00:00,4.38324612557,17.7103984347,4.55652849428,0.218562038697,73.7576831701,2.20844301683
miyunshuiku_aq,2018-02-03 10:00:00,4.52496227568,17.0792063146,4.50882250629,0.217814031239,74.7618804352,2.09272915745
miyunshuiku_aq,2018-02-03 11:00:00,6.06059636286,38.4350446911,5.94733751934,0.238132485704,73.3575207611,2.04494939708
miyunshuiku_aq,2018-02-03 12:00:00,3.0,8.0,2.0,0.2,85.0,2.0
miyunshuiku_aq,2018-02-03 13:00:00,3.0,13.0,2.0,0.3,82.0,2.0
miyunshuiku_aq,2018-02-03 14:00:00,6.0,8.0,2.0,0.3,80.0,2.0
miyunshuiku_aq,2018-02-03 15:00:00,3.0,7.0,3.0,0.2,79.0,2.0
miyunshuiku_aq,2018-02-03 16:00:00,6.04166666667,14.5833333333,11.25,0.275,64.1666666667,3.0
miyunshuiku_aq,2018-02-03 17:00:00,3.0,6.0,7.0,0.2,67.0,2.0
miyunshuiku_aq,2018-02-03 18:00:00,7.21354166667,15.1979166667,14.65625,0.351041666667,55.1875,3.29166666667
miyunshuiku_aq,2018-02-03 19:00:00,8.90690104167,54.5559895833,19.11328125,0.419921875,49.0442708333,4.78645833333
miyunshuiku_aq,2018-02-03 20:00:00,8.26505533854,18.3859049479,16.2628580729,0.404703776042,49.9873046875,5.67643229167
miyunshuiku_aq,2018-02-03 21:00:00,3.0,6.0,12.0,0.4,54.0,2.0
miyunshuiku_aq,2018-02-03 22:00:00,7.69532606337,21.3236490885,16.0626898872,0.404104275174,48.5052625868,4.91048177083
miyunshuiku_aq,2018-02-03 23:00:00,8.28671434191,34.9636942545,15.290693495,0.401101006402,47.5199042426,4.32336425781
miyunshuiku_aq,2018-02-04 00:00:00,8.89820404053,41.0359179179,15.1686716716,0.433853861491,47.5358500163,4.8567179362
miyunshuiku_aq,2018-02-04 01:00:00,12.9066870372,48.0323261261,17.2101712545,0.553254928589,44.3800847371,5.92421366374
miyunshuiku_aq,2018-02-04 02:00:00,6.0,14.0,10.0,0.4,53.0,2.0
miyunshuiku_aq,2018-02-04 03:00:00,9.0,29.9251971722,10.0,0.4,59.0,2.0
miyunshuiku_aq,2018-02-04 04:00:00,7.0,19.0,10.0,0.4,65.0,3.0
miyunshuiku_aq,2018-02-04 05:00:00,10.8333333333,31.3208661954,17.8333333333,0.45,57.0,4.33333333333
miyunshuiku_aq,2018-02-04 06:00:00,12.1388888889,38.5410105613,16.8055555556,0.441666666667,61.5,4.22222222222
miyunshuiku_aq,2018-02-04 07:00:00,10.6215277778,35.0660679279,15.7465277778,0.398958333333,65.5625,4.69444444444
miyunshuiku_aq,2018-02-04 08:00:00,9.759375,31.1594611351,14.4385416667,0.3490625,67.6395833333,5.225
miyunshuiku_aq,2018-02-04 09:00:00,10.9853125,37.1433206291,16.4323958333,0.355635416667,66.2035416667,5.81416666667
miyunshuiku_aq,2018-02-04 10:00:00,7.0,25.0,8.0,0.3,77.0,2.0
miyunshuiku_aq,2018-02-04 11:00:00,7.0,35.0,16.0,0.4,62.0,2.0
miyunshuiku_aq,2018-02-04 12:00:00,12.3308854167,52.3572201049,13.7387326389,0.325939236111,66.0339236111,4.46902777778
miyunshuiku_aq,2018-02-04 13:00:00,8.33302734375,33.2946525131,13.4673415799,0.332409071181,65.1292404514,4.14196180556
miyunshuiku_aq,2018-02-04 14:00:00,9.66632242839,30.6648174106,13.9840926107,0.353126871745,63.4787288411,4.40970703125
miyunshuiku_aq,2018-02-04 15:00:00,13.9996127319,25.9562529202,10.5654375204,0.347267730713,65.6635699463,4.37758707682
miyunshuiku_aq,2018-02-04 16:00:00,3.0,6.0,2.0,0.3,80.0,2.0
miyunshuiku_aq,2018-02-04 17:00:00,6.3749085617,28.994300458,9.52702459972,0.300049325307,58.0177873484,3.89007843018
miyunshuiku_aq,2018-02-04 18:00:00,6.2968151617,29.6188191723,7.80322443168,0.310081298669,58.3351696618,4.82512485504
miyunshuiku_aq,2018-02-04 19:00:00,3.0,12.0,3.0,0.2,75.0,3.0
miyunshuiku_aq,2018-02-04 20:00:00,5.00063213209,18.0349732871,8.70794779559,0.242932994664,60.6274529596,4.63106707732
miyunshuiku_aq,2018-02-04 21:00:00,5.32884757839,17.5817240574,8.60556319508,0.235793453333,64.7869944943,3.55702399154
miyunshuiku_aq,2018-02-04 22:00:00,5.69961463771,31.4616697344,8.23135109907,0.224539311466,67.8081114121,3.65214244022
miyunshuiku_aq,2018-02-04 23:00:00,3.0,11.0,4.0,0.2,79.0,4.0
miyunshuiku_aq,2018-02-05 00:00:00,6.37855777701,25.0470908906,7.97961428677,0.240874928933,67.866054905,3.94281247064
miyunshuiku_aq,2018-02-05 01:00:00,9.0,11.0,3.0,0.2,82.0,3.0
miyunshuiku_aq,2018-02-05 02:00:00,7.50565305546,20.1308863613,5.62245178585,0.255109366117,73.0249235298,3.2845182255
miyunshuiku_aq,2018-02-05 03:00:00,5.92175441658,16.2722471565,4.56020660726,0.226265096172,74.8890978435,2.75606640295
miyunshuiku_aq,2018-02-05 04:00:00,3.0,6.0,2.0,0.2,86.0,2.0
miyunshuiku_aq,2018-02-05 05:00:00,4.4927407472,11.1337250231,4.45159917264,0.241470779562,75.758068804,2.37072512951
miyunshuiku_aq,2018-02-05 06:00:00,5.0,12.3072638846,2.0,0.2,90.0,2.0
miyunshuiku_aq,2018-02-05 07:00:00,6.0,8.0,2.0,0.2,92.0,2.0
miyunshuiku_aq,2018-02-05 08:00:00,9.54106172893,19.7034157423,3.87096659772,0.26178923163,78.8965057337,2.53089376079
miyunshuiku_aq,2018-02-05 09:00:00,5.0,15.0,2.0,0.2,85.0,2.0
miyunshuiku_aq,2018-02-05 10:00:00,3.0,12.0,2.0,0.2,85.0,2.0
miyunshuiku_aq,2018-02-05 11:00:00,3.0,19.0,2.0,0.3,83.0,2.0
miyunshuiku_aq,2018-02-05 12:00:00,5.0,12.0,2.0,0.3,84.0,2.0
miyunshuiku_aq,2018-02-05 13:00:00,5.0,15.0,2.0,0.3,82.0,2.0
miyunshuiku_aq,2018-02-05 14:00:00,12.0,16.3666666667,2.0,0.3,82.0,2.0
miyunshuiku_aq,2018-02-05 15:00:00,7.0,19.2805555556,3.0,0.2,81.0,2.0
miyunshuiku_aq,2018-02-05 16:00:00,4.0,12.0,5.0,0.3,75.0,2.0
miyunshuiku_aq,2018-02-05 17:00:00,6.0,14.0,6.0,0.3,70.0,2.0
miyunshuiku_aq,2018-02-05 18:00:00,3.0,6.0,5.0,0.3,69.0,2.0
miyunshuiku_aq,2018-02-05 19:00:00,8.0,22.8333333333,6.0,0.3,71.0,2.0
miyunshuiku_aq,2018-02-05 20:00:00,11.0,13.0,6.0,0.3,68.0,2.0
miyunshuiku_aq,2018-02-05 21:00:00,8.0,10.0,5.0,0.4,63.0,2.0
miyunshuiku_aq,2018-02-05 22:00:00,10.0,19.0694444444,7.0,0.4,60.0,2.0
miyunshuiku_aq,2018-02-05 23:00:00,10.0,13.0,9.0,0.4,55.0,2.0
miyunshuiku_aq,2018-02-06 00:00:00,7.0,15.0,12.0,0.4,49.0,2.0
miyunshuiku_aq,2018-02-06 01:00:00,9.0,13.0,11.0,0.4,52.0,2.0
miyunshuiku_aq,2018-02-06 02:00:00,11.0,29.9666666667,10.0,0.4,58.0,2.0
miyunshuiku_aq,2018-02-06 03:00:00,3.0,6.0,7.0,0.3,68.0,2.0
miyunshuiku_aq,2018-02-06 04:00:00,10.0,11.0,9.0,0.4,71.0,2.0
miyunshuiku_aq,2018-02-06 05:00:00,16.0,25.6638888889,15.0,0.4,71.0,4.0
miyunshuiku_aq,2018-02-06 06:00:00,11.0,19.0,17.0,0.4,74.0,5.0
miyunshuiku_aq,2018-02-06 07:00:00,18.0,27.0,20.0,0.5,73.0,6.0
miyunshuiku_aq,2018-02-06 08:00:00,26.0,47.0,33.0,0.6,64.0,8.0
miyunshuiku_aq,2018-02-06 09:00:00,31.0,47.0,44.0,0.7,54.0,7.0
miyunshuiku_aq,2018-02-06 10:00:00,30.0,49.0,52.0,0.7,45.0,7.0
miyunshuiku_aq,2018-02-06 11:00:00,42.0,55.0,57.0,0.8,41.0,10.0
miyunshuiku_aq,2018-02-06 12:00:00,63.0,75.0,59.0,1.1,41.0,15.0
miyunshuiku_aq,2018-02-06 13:00:00,67.0,87.0,57.0,1.1,39.0,16.0
miyunshuiku_aq,2018-02-06 14:00:00,73.0,92.0,52.0,1.2,39.0,16.0
miyunshuiku_aq,2018-02-06 15:00:00,72.0,78.0,53.0,1.2,36.0,15.0
miyunshuiku_aq,2018-02-06 16:00:00,60.0,86.0,61.0,1.0,21.0,6.0
miyunshuiku_aq,2018-02-06 17:00:00,52.0,55.0,62.0,1.0,18.0,6.0
miyunshuiku_aq,2018-02-06 18:00:00,56.0,79.9166666667,58.0,1.0,20.0,8.0
miyunshuiku_aq,2018-02-06 19:00:00,62.0,66.0,56.0,0.9,21.0,8.0
miyunshuiku_aq,2018-02-06 20:00:00,63.0,70.0,55.0,1.0,18.0,7.0
miyunshuiku_aq,2018-02-06 21:00:00,61.0,76.0,40.0,1.1,21.0,6.0
miyunshuiku_aq,2018-02-06 22:00:00,63.0,72.0,42.0,1.2,21.0,9.0
miyunshuiku_aq,2018-02-06 23:00:00,56.0,68.0,43.0,1.1,24.0,11.0
miyunshuiku_aq,2018-02-07 00:00:00,56.0,64.0,28.0,0.9,46.0,7.0
miyunshuiku_aq,2018-02-07 01:00:00,11.0,47.0,3.0,0.2,91.0,2.0
miyunshuiku_aq,2018-02-07 02:00:00,3.0,18.0,2.0,0.2,85.0,2.0
miyunshuiku_aq,2018-02-07 03:00:00,3.0,10.0,2.0,0.2,92.0,3.0
miyunshuiku_aq,2018-02-07 04:00:00,3.0,8.0,2.0,0.2,93.0,4.0
miyunshuiku_aq,2018-02-07 05:00:00,4.0,8.0,2.0,0.2,95.0,4.0
miyunshuiku_aq,2018-02-07 06:00:00,3.0,12.0,2.0,0.2,96.0,3.0
miyunshuiku_aq,2018-02-07 07:00:00,3.0,15.0,2.0,0.2,97.0,3.0
miyunshuiku_aq,2018-02-07 08:00:00,4.0,16.0,2.0,0.2,99.0,2.0
miyunshuiku_aq,2018-02-07 09:00:00,11.0,25.0,2.0,0.2,97.0,2.0
miyunshuiku_aq,2018-02-07 10:00:00,5.23333333333,7.0,6.5,0.2,89.0,2.0
miyunshuiku_aq,2018-02-07 11:00:00,8.85277777778,6.0,2.0,0.3,174.0,60.7666666667
miyunshuiku_aq,2018-02-07 12:00:00,3.0,17.6666666667,2.0,0.3,91.0,80.1472222222
miyunshuiku_aq,2018-02-07 13:00:00,3.0,17.7777777778,2.0,0.3,91.0,295.0
miyunshuiku_aq,2018-02-07 14:00:00,6.0,17.7407407407,2.0,0.3,87.0,295.0
miyunshuiku_aq,2018-02-07 15:00:00,3.0,14.0648148148,2.0,0.3,84.0,295.0
miyunshuiku_aq,2018-02-07 16:00:00,7.0,15.9479166667,4.0,0.3,80.0,296.0
miyunshuiku_aq,2018-02-07 17:00:00,5.0,26.5525173611,5.0,0.3,79.0,297.0
miyunshuiku_aq,2018-02-07 18:00:00,3.0,6.0,4.0,0.3,78.0,297.0
miyunshuiku_aq,2018-02-07 19:00:00,4.0,22.4792209201,5.0,0.3,74.0,296.0
miyunshuiku_aq,2018-02-07 20:00:00,6.0,23.6365071615,5.0,0.4,70.0,296.0
miyunshuiku_aq,2018-02-07 21:00:00,6.0,21.8429773401,4.0,0.4,70.0,296.0
miyunshuiku_aq,2018-02-07 22:00:00,6.0,6.0,5.0,0.3,70.0,296.0
miyunshuiku_aq,2018-02-07 23:00:00,4.0,7.0,8.0,0.4,60.0,296.0
miyunshuiku_aq,2018-02-08 00:00:00,5.0,11.0,7.0,0.4,58.0,296.0
miyunshuiku_aq,2018-02-08 01:00:00,11.0,37.6666666667,11.0,0.5,54.0,154.0
miyunshuiku_aq,2018-02-08 02:00:00,11.0,53.2777777778,8.0,0.4,65.0,4.0
miyunshuiku_aq,2018-02-08 03:00:00,13.0,63.0347222222,7.0,0.4,70.0,5.0
miyunshuiku_aq,2018-02-08 04:00:00,11.0,52.43125,9.0,0.4,74.0,5.0
miyunshuiku_aq,2018-02-08 05:00:00,33.0,53.3953125,26.0,0.6,72.0,10.0
miyunshuiku_aq,2018-02-08 06:00:00,52.0,61.0,33.0,0.9,69.0,14.0
miyunshuiku_aq,2018-02-08 07:00:00,74.0,96.0,47.0,1.1,64.0,17.0
miyunshuiku_aq,2018-02-08 08:00:00,73.0,101.0,56.0,1.1,57.0,17.0
miyunshuiku_aq,2018-02-08 09:00:00,88.0,106.0,63.0,1.2,50.0,18.0
miyunshuiku_aq,2018-02-08 10:00:00,87.0,110.0,66.0,1.2,46.0,18.0
miyunshuiku_aq,2018-02-08 11:00:00,94.0,113.0,67.0,1.2,42.0,17.0
miyunshuiku_aq,2018-02-08 12:00:00,81.0,105.0,62.0,1.2,43.0,18.0
miyunshuiku_aq,2018-02-08 13:00:00,63.0,89.0,44.0,0.9,60.0,15.0
miyunshuiku_aq,2018-02-08 14:00:00,58.0,83.0,45.0,1.0,48.0,10.0
miyunshuiku_aq,2018-02-08 15:00:00,70.0,88.0,52.0,1.1,34.0,9.0
miyunshuiku_aq,2018-02-08 16:00:00,69.0,84.0,48.0,1.0,33.0,8.0
miyunshuiku_aq,2018-02-08 17:00:00,67.0,81.0,43.0,1.0,37.0,8.0
miyunshuiku_aq,2018-02-08 18:00:00,61.0,75.0,40.0,1.0,36.0,4.0
miyunshuiku_aq,2018-02-08 19:00:00,66.0,71.0,37.0,0.9,37.0,4.0
miyunshuiku_aq,2018-02-08 20:00:00,72.0,77.5,35.0,0.9,32.0,3.0
miyunshuiku_aq,2018-02-08 21:00:00,55.0,68.0,28.0,1.1,30.0,3.0
miyunshuiku_aq,2018-02-08 22:00:00,54.0,64.0,26.0,1.1,33.0,4.0
miyunshuiku_aq,2018-02-08 23:00:00,32.0,69.0,25.0,1.1,33.0,4.0
miyunshuiku_aq,2018-02-09 00:00:00,45.0,71.0,24.0,1.1,30.0,2.0
miyunshuiku_aq,2018-02-09 01:00:00,42.0,81.0,28.0,1.0,36.0,6.0
miyunshuiku_aq,2018-02-09 02:00:00,56.0,94.0,24.0,0.9,50.0,8.0
miyunshuiku_aq,2018-02-09 03:00:00,21.0,75.0,5.0,0.3,88.0,2.0
miyunshuiku_aq,2018-02-09 04:00:00,4.0,66.0,2.0,0.2,97.0,2.0
miyunshuiku_aq,2018-02-09 05:00:00,3.0,43.0,2.0,0.2,96.0,2.0
miyunshuiku_aq,2018-02-09 06:00:00,7.0,31.0,2.0,0.2,94.0,2.0
miyunshuiku_aq,2018-02-09 07:00:00,11.0,40.0,2.0,0.2,93.0,2.0
miyunshuiku_aq,2018-02-09 08:00:00,3.0,56.0,2.0,0.2,91.0,2.0
miyunshuiku_aq,2018-02-09 09:00:00,3.0,73.0,2.0,0.2,92.0,2.0
miyunshuiku_aq,2018-02-09 10:00:00,3.0,86.0,2.0,0.2,89.0,2.0
miyunshuiku_aq,2018-02-09 11:00:00,6.0,118.0,2.0,0.3,81.0,2.0
miyunshuiku_aq,2018-02-09 12:00:00,7.0,78.0,2.0,0.3,80.0,2.0
miyunshuiku_aq,2018-02-09 13:00:00,5.0,36.0,2.0,0.3,82.0,2.0
miyunshuiku_aq,2018-02-09 14:00:00,5.0,25.0,2.0,0.3,81.0,2.0
miyunshuiku_aq,2018-02-09 15:00:00,7.0,26.0,2.0,0.3,77.0,2.0
miyunshuiku_aq,2018-02-09 16:00:00,3.0,24.0,2.0,0.3,79.0,2.0
miyunshuiku_aq,2018-02-09 17:00:00,7.0,31.0,2.0,0.3,79.0,3.0
miyunshuiku_aq,2018-02-09 18:00:00,5.0,31.0,2.0,0.3,75.0,3.0
miyunshuiku_aq,2018-02-09 19:00:00,11.0,29.0,2.0,0.3,74.0,2.0
miyunshuiku_aq,2018-02-09 20:00:00,3.0,22.0,2.0,0.3,69.0,2.0
miyunshuiku_aq,2018-02-09 21:00:00,5.0,21.0,2.0,0.3,65.0,2.0
miyunshuiku_aq,2018-02-09 22:00:00,3.0,21.0,2.0,0.3,62.0,2.0
miyunshuiku_aq,2018-02-09 23:00:00,12.0,26.0,2.0,0.4,59.0,2.0
miyunshuiku_aq,2018-02-10 00:00:00,8.0,33.0,3.0,0.4,61.0,2.0
miyunshuiku_aq,2018-02-10 01:00:00,3.0,26.0,2.0,0.3,75.0,2.0
miyunshuiku_aq,2018-02-10 02:00:00,13.0,21.0,2.0,0.2,85.0,2.0
miyunshuiku_aq,2018-02-10 03:00:00,3.0,39.0,2.0,0.2,89.0,2.0
miyunshuiku_aq,2018-02-10 04:00:00,3.0,23.0,2.0,0.2,91.0,2.0
miyunshuiku_aq,2018-02-10 05:00:00,3.0,13.0,2.0,0.2,89.0,2.0
miyunshuiku_aq,2018-02-10 06:00:00,3.0,34.0,2.0,0.2,88.0,2.0
miyunshuiku_aq,2018-02-10 07:00:00,3.0,38.0,2.0,0.2,88.0,2.0
miyunshuiku_aq,2018-02-10 08:00:00,3.0,51.0,2.0,0.2,89.0,2.0
miyunshuiku_aq,2018-02-10 09:00:00,10.0,51.0,2.0,0.2,90.0,2.0
miyunshuiku_aq,2018-02-10 10:00:00,9.0,37.0,2.0,0.2,91.0,2.0
miyunshuiku_aq,2018-02-10 11:00:00,3.0,47.0,2.0,0.2,89.0,2.0
miyunshuiku_aq,2018-02-10 12:00:00,11.0,58.0,2.0,0.2,88.0,2.0
miyunshuiku_aq,2018-02-10 13:00:00,10.0,107.0,2.0,0.2,87.0,2.0
miyunshuiku_aq,2018-02-10 14:00:00,9.0,140.0,2.0,0.2,88.0,2.0
miyunshuiku_aq,2018-02-10 15:00:00,12.0,136.0,2.0,0.2,87.0,2.0
miyunshuiku_aq,2018-02-10 16:00:00,17.0,120.0,2.0,0.2,85.0,2.0
miyunshuiku_aq,2018-02-10 17:00:00,10.0,86.0,2.0,0.2,84.0,2.0
miyunshuiku_aq,2018-02-10 18:00:00,3.0,68.0,2.0,0.2,83.0,2.0
miyunshuiku_aq,2018-02-10 19:00:00,3.0,42.0,2.0,0.2,84.0,2.0
miyunshuiku_aq,2018-02-10 20:00:00,11.0,30.0,2.0,0.2,90.0,2.0
miyunshuiku_aq,2018-02-10 21:00:00,3.0,30.0,2.0,0.2,89.0,2.0
miyunshuiku_aq,2018-02-10 22:00:00,4.0,29.0,2.0,0.2,89.0,2.0
miyunshuiku_aq,2018-02-10 23:00:00,4.0,45.0,2.0,0.2,89.0,2.0
miyunshuiku_aq,2018-02-11 00:00:00,24.0,74.0,2.0,0.2,88.0,2.0
miyunshuiku_aq,2018-02-11 01:00:00,3.0,87.0,2.0,0.2,88.0,2.0
miyunshuiku_aq,2018-02-11 02:00:00,7.0,80.0,2.0,0.2,87.0,2.0
miyunshuiku_aq,2018-02-11 03:00:00,3.0,66.0,2.0,0.2,88.0,2.0
miyunshuiku_aq,2018-02-11 04:00:00,3.0,44.0,2.0,0.2,90.0,2.0
miyunshuiku_aq,2018-02-11 05:00:00,3.0,27.0,2.0,0.2,93.0,2.0
miyunshuiku_aq,2018-02-11 06:00:00,3.0,26.0,2.0,0.2,95.0,2.0
miyunshuiku_aq,2018-02-11 07:00:00,6.0,30.0,2.0,0.2,209.0,2.0
miyunshuiku_aq,2018-02-11 08:00:00,9.0,39.0,2.0,0.2,97.0,2.0
miyunshuiku_aq,2018-02-11 09:00:00,19.0,47.0,2.0,0.2,97.0,2.0
miyunshuiku_aq,2018-02-11 10:00:00,18.0,55.0,2.0,0.2,96.0,2.0
miyunshuiku_aq,2018-02-11 11:00:00,10.0,82.0,2.0,0.2,95.0,2.0
miyunshuiku_aq,2018-02-11 12:00:00,8.0,99.0,2.0,0.2,95.0,2.0
miyunshuiku_aq,2018-02-11 13:00:00,5.0,64.0,3.0,0.2,90.0,3.0
miyunshuiku_aq,2018-02-11 14:00:00,4.0,52.0,3.0,0.2,90.0,3.0
miyunshuiku_aq,2018-02-11 15:00:00,10.0,67.0,4.0,0.3,86.0,3.0
miyunshuiku_aq,2018-02-11 16:00:00,6.0,66.0,5.0,0.3,80.0,3.0
miyunshuiku_aq,2018-02-11 17:00:00,7.0,68.0,5.0,0.4,79.0,3.0
miyunshuiku_aq,2018-02-11 18:00:00,13.0,84.0,5.0,0.3,77.0,3.0
